serialNo,City,Brand,Model,Price/Unit,Quantity,Amount,Date,RAM,Internal Memory
64,Hyderabad,Brand 5,Model 321,1450,1,1450,9/29/2020,Feature1_16,
65,Hyderabad,Brand 5,Model 401,6500,1,6500,10/3/2020,Feature1_8,Feature2_1
100,Delhi,Brand 6,Model 67,12990,1,12990,10/3/2020,Feature1_3,Feature2_2
66,Hyderabad,Brand 5,Model 230,1300,1,1300,9/28/2020,Feature1_4,
101,Delhi,Brand 1,Model 157,8000,1,8000,10/3/2020,Feature1_8,Feature2_1
28,Lucknow,Brand 4,Model 33,1600,1,1410,10/2/2020,Feature1_6,
68,Hyderabad,Brand 3,Model 245,1400,1,1400,9/30/2020,Feature1_6,
69,Hyderabad,Brand 1,Model 126,10000,1,10000,10/1/2020,Feature1_1,Feature2_1
29,Lucknow,Brand 5,Model 158,8500,1,8500,10/3/2020,Feature1_8,Feature2_4
70,Hyderabad,Brand 2,Model 7,10000,1,10000,10/2/2020,Feature1_1,Feature2_1
44,Lucknow,Brand 4,Model 66,5000,1,11999,10/3/2020,Feature1_1,Feature2_1
72,Hyderabad,Brand 3,Model 246,1300,1,1300,10/3/2020,Feature1_6,
31,Lucknow,Brand 9,Model 404,1550,1,14500,10/1/2020,Feature1_3,Feature2_2
73,Delhi,Brand 1,Model 63,1150,1,1099,10/2/2020,Feature1_21,
42,Lucknow,Brand 3,Model 619,1600,1,1410,10/1/2020,Feature1_6,
43,Lucknow,Brand 1,Model 26,11000,1,13500,10/1/2020,Feature1_3,Feature2_2
44,Lucknow,Brand 6,Model 110,950,1,14500,10/1/2020,Feature1_3,Feature2_2
46,Lucknow,Brand 8,Model 207,850,1,1399,10/2/2020,Feature1_16,
47,Lucknow,Brand 8,Model 405,950,1,14500,10/3/2020,Feature1_3,Feature2_2
27,Kanpur,Brand 4,Model 406,16000,1,18490,10/3/2020,Feature1_5,Feature2_3
29,Delhi,Brand 4,Model 621,1700,1,1700,10/3/2020,,
21,Lucknow,Brand 3,Model 9,1800,1,14500,10/1/2020,Feature1_3,Feature2_2
3,Lucknow,Brand 5,Model 201,850,1,850,10/3/2020,Feature1_16,
22,Lucknow,Brand 2,Model 103,1300,1,14500,10/2/2020,Feature1_3,Feature2_2
23,Lucknow,Brand 1,Model 99,900,1,14500,10/3/2020,Feature1_3,Feature2_2
6700549,Kolkata,Brand 2,Model 82,1850,1,11000,10/3/2020,Feature1_3,Feature2_2
2,Delhi,Brand 2,Model 15,1250,1,1250,10/2/2020,Feature1_6,
4,Lucknow,Brand 1,Model 57,7700,1,7700,10/3/2020,Feature1_8,Feature2_1
32,Kanpur,Brand 4,Model 231,11000,1,11000,9/27/2020,Feature1_1,Feature2_2
2,Delhi,Brand 2,Model 82,19990,1,19990,10/2/2020,Feature1_9,Feature2_2
33,Kanpur,Brand 1,Model 88,12500,1,12500,9/29/2020,Feature1_3,Feature2_2
3,Delhi,Brand 7,Model 247,17490,1,17490,10/1/2020,Feature1_9,Feature2_3
42,Lucknow,Brand 3,Model 36,8500,1,8500,10/3/2020,Feature1_8,Feature2_1
61,Delhi,Brand 6,Model 52,1650,1,1650,10/1/2020,Feature1_4,
62,Delhi,Brand 2,Model 38,950,1,1099,10/1/2020,Feature1_4,
64,Delhi,Brand 1,Model 624,10000,1,9999,10/3/2020,Feature1_3,Feature2_2
5,Lucknow,Brand 5,Model 301,1400,1,1400,10/2/2020,Feature1_6,
6,Lucknow,Brand 7,Model 408,850,1,850,10/1/2020,Feature1_16,
21,Lucknow,Brand 7,Model 410,4800,1,5999,10/2/2020,Feature1_8,Feature2_4
1,Delhi,Brand 2,Model 1,11400,1,11400,10/1/2020,Feature1_1,Feature2_2
54,Lucknow,Brand 6,Model 411,800,1,800,10/1/2020,Feature1_16,
26,Lucknow,Brand 10,Model 249,17500,1,17500,10/2/2020,Feature1_3,Feature2_3
55,Lucknow,Brand 6,Model 14,1050,1,14500,10/2/2020,Feature1_3,Feature2_2
27,Lucknow,Brand 1,Model 412,1600,1,14500,10/3/2020,Feature1_3,Feature2_2
28,Lucknow,Brand 6,Model 80,1600,1,1410,10/2/2020,Feature1_6,
1,Delhi,Brand 2,Model 11,1450,1,1119,10/2/2020,Feature1_6,
27,Thiruvananthapuram,Brand 3,Model 108,2340,1,2340,10/2/2020,Feature1_18,
2,Delhi,Brand 2,Model 1,9990,1,9990,10/3/2020,Feature1_1,Feature2_1
29,Thiruvananthapuram,Brand 2,Model 16,1662,1,1662,10/1/2020,Feature1_16,
71,Delhi,Brand 1,Model 5,1350,1,1350,10/3/2020,Feature1_19,
425,Kolkata,Brand 10,Model 626,4999,1,4999,10/3/2020,Feature1_10,Feature2_4
217,Ahmedabad,Brand 9,Model 629,9699,1,9699,10/3/2020,Feature1_1,Feature2_1
27,Kanpur,Brand 6,Model 61,6200,1,6200,9/30/2020,Feature1_1,Feature2_1
28,Kanpur,Brand 2,Model 18,11500,1,11500,10/1/2020,Feature1_3,Feature2_2
31,Lucknow,Brand 3,Model 343,850,1,850,10/3/2020,Feature1_11,
32,Lucknow,Brand 4,Model 46,1600,1,1410,10/1/2020,Feature1_6,
33,Lucknow,Brand 6,Model 80,950,1,14500,10/1/2020,Feature1_3,Feature2_2
34,Lucknow,Brand 6,Model 58,17500,1,17500,10/2/2020,Feature1_3,Feature2_3
35,Lucknow,Brand 5,Model 302,1500,1,1410,10/2/2020,Feature1_6,
36,Lucknow,Brand 9,Model 631,950,1,14500,10/2/2020,Feature1_3,Feature2_2
158,Delhi,Brand 4,Model 13,1500,1,1700,10/3/2020,Feature1_17,
37,Lucknow,Brand 5,Model 251,950,1,14500,10/3/2020,Feature1_3,Feature2_2
38,Lucknow,Brand 3,Model 245,950,1,14500,10/3/2020,Feature1_3,Feature2_2
2116,Kolkata,Brand 4,Model 33,2150,1,2150,10/3/2020,Feature1_20,
55,Lucknow,Brand 7,Model 413,950,1,14500,10/1/2020,Feature1_3,Feature2_2
57,Lucknow,Brand 2,Model 252,1600,1,1410,10/2/2020,Feature1_6,
59,Lucknow,Brand 9,Model 415,1600,1,1410,10/3/2020,Feature1_6,
425,Kolkata,Brand 2,Model 252,19999,1,19999,10/3/2020,Feature1_9,Feature2_3
222,Delhi,Brand 4,Model 4,6800,1,6800,10/3/2020,Feature1_8,Feature2_1
16,Ludhiana,Brand 1,Model 31,1300,1,1300,10/3/2020,Feature1_6,
17,Ludhiana,Brand 10,Model 416,8000,1,10490,10/3/2020,Feature1_1,Feature2_1
46,Lucknow,Brand 3,Model 245,950,1,14500,10/1/2020,Feature1_3,Feature2_2
47,Lucknow,Brand 9,Model 633,1650,1,1410,10/3/2020,Feature1_6,
48,Lucknow,Brand 3,Model 35,1650,1,1410,10/2/2020,Feature1_6,
49,Lucknow,Brand 1,Model 26,1650,1,1410,10/1/2020,Feature1_6,
50,Lucknow,Brand 1,Model 26,1650,1,1410,10/2/2020,Feature1_6,
46,Lucknow,Brand 8,Model 637,1650,1,1410,10/2/2020,Feature1_6,
67,Lucknow,Brand 10,Model 86,860,1,14500,10/3/2020,Feature1_3,Feature2_2
47,Lucknow,Brand 7,Model 418,1650,1,1410,10/3/2020,Feature1_6,
68,Lucknow,Brand 10,Model 133,800,1,14500,10/1/2020,Feature1_3,Feature2_2
25,Lucknow,Brand 8,Model 639,11000,1,11000,10/3/2020,Feature1_1,Feature2_2
26,Lucknow,Brand 1,Model 640,950,1,14500,10/1/2020,Feature1_3,Feature2_2
29,Lucknow,Brand 1,Model 643,850,1,1399,10/3/2020,Feature1_16,
35,Lucknow,Brand 10,Model 421,1350,1,1350,10/2/2020,Feature1_6,
39,Thiruvananthapuram,Brand 8,Model 644,1489,1,1489,10/1/2020,Feature1_4,
69,Delhi,Brand 7,Model 424,1100,1,1100,10/3/2020,,
70,Delhi,Brand 7,Model 425,1400,1,1399,10/2/2020,Feature1_16,
67,Thiruvananthapuram,Brand 7,Model 247,1499,1,1499,10/3/2020,Feature1_4,
159,Delhi,Brand 9,Model 427,7500,4,35960,10/3/2020,Feature1_8,Feature2_1
426,Kolkata,Brand 10,Model 160,7200,1,11000,10/3/2020,Feature1_3,Feature2_2
124,Delhi,Brand 8,Model 646,1600,1,1560,10/3/2020,,
125,Delhi,Brand 8,Model 428,1600,1,1526,10/2/2020,,
161,Delhi,Brand 7,Model 232,12000,2,24000,10/3/2020,Feature1_3,Feature2_2
162,Delhi,Brand 7,Model 71,7500,1,8990,10/3/2020,Feature1_8,Feature2_1
162,Delhi,Brand 7,Model 647,7050,2,15980,10/3/2020,Feature1_8,Feature2_1
62,Delhi,Brand 10,Model 648,1150,1,1375,10/2/2020,Feature1_12,
36,Lucknow,Brand 7,Model 651,1600,1,1410,10/2/2020,Feature1_6,
37,Lucknow,Brand 7,Model 652,1600,1,1410,10/3/2020,Feature1_6,
63,Delhi,Brand 7,Model 431,1050,1,1050,10/1/2020,Feature1_4,
26,Delhi,Brand 1,Model 53,1200,1,1200,10/1/2020,Feature1_4,
23,Lucknow,Brand 7,Model 366,1600,1,1410,10/1/2020,Feature1_6,
24,Lucknow,Brand 8,Model 390,1500,1,1410,10/1/2020,Feature1_6,
26,Lucknow,Brand 9,Model 435,900,1,1399,10/2/2020,Feature1_16,
54,Kolkata,Brand 7,Model 436,599,1,4999,10/2/2020,Feature1_10,Feature2_5
30,Delhi,Brand 8,Model 658,1600,1,1526,10/3/2020,,
50,Kolkata,Brand 7,Model 187,1200,1,1200,10/3/2020,Feature1_6,
37,Kolkata,Brand 7,Model 660,1200,1,11000,10/3/2020,Feature1_3,Feature2_2
20,Delhi,Brand 8,Model 661,34999,1,31500,10/3/2020,Feature1_8,Feature2_1
59,Lucknow,Brand 10,Model 148,1050,1,1050,10/2/2020,Feature1_6,
60,Lucknow,Brand 2,Model 8,1150,1,14500,10/3/2020,Feature1_3,Feature2_2
72,Lucknow,Brand 5,Model 440,1350,1,1350,10/1/2020,Feature1_23,
64,Lucknow,Brand 7,Model 442,1500,1,14500,10/1/2020,Feature1_3,Feature2_2
67,Lucknow,Brand 9,Model 367,1150,1,14500,10/3/2020,Feature1_3,Feature2_2
35,Lucknow,Brand 7,Model 443,1050,1,14500,10/2/2020,Feature1_3,Feature2_2
36,Lucknow,Brand 8,Model 154,1190,1,14500,10/3/2020,Feature1_3,Feature2_2
75,Thiruvananthapuram,Brand 5,Model 667,1699,1,1699,10/1/2020,Feature1_17,
28,Thiruvananthapuram,Brand 9,Model 671,1799,1,1799,10/2/2020,Feature1_16,
28,Lucknow,Brand 2,Model 27,1450,1,14500,10/1/2020,Feature1_3,Feature2_2
66,Kolkata,Brand 5,Model 255,7700,1,7700,10/3/2020,Feature1_8,Feature2_1
29,Ahmedabad,Brand 10,Model 160,1450,1,1450,10/2/2020,,
31,Lucknow,Brand 4,Model 161,8750,1,6999,10/2/2020,Feature1_8,Feature2_4
31,Kolkata,Brand 2,Model 15,1499,1,11000,10/3/2020,Feature1_3,Feature2_2
78,Thiruvananthapuram,Brand 4,Model 672,15100,1,15100,10/3/2020,Feature1_3,Feature2_2
79,Thiruvananthapuram,Brand 4,Model 84,2100,1,2100,10/2/2020,Feature1_4,
23,Lucknow,Brand 2,Model 449,1501,1,1501,10/3/2020,Feature1_4,
67,Kolkata,Brand 4,Model 73,10800,1,10800,10/3/2020,Feature1_3,Feature2_2
14,Ludhiana,Brand 8,Model 675,8500,1,1699,10/3/2020,Feature1_15,
429,Kolkata,Brand 8,Model 451,9100,1,8499,10/3/2020,Feature1_8,Feature2_1
45,Kolkata,Brand 1,Model 347,1020,1,11000,10/3/2020,Feature1_3,Feature2_2
66,Kolkata,Brand 8,Model 676,150,1,1150,10/3/2020,Feature1_6,
60,Kanpur,Brand 9,Model 678,1700,1,1700,10/4/2020,,
9,Ludhiana,Brand 1,Model 26,1040,1,1245,10/4/2020,Feature1_15,
2117,Kolkata,Brand 4,Model 44,5200,1,5200,10/4/2020,Feature1_10,Feature2_4
37,Delhi,Brand 3,Model 309,8990,1,8990,10/4/2020,Feature1_8,Feature2_1
10,Ludhiana,Brand 1,Model 64,1500,1,1500,10/4/2020,Feature1_16,
224,Delhi,Brand 9,Model 427,1800,1,1800,10/4/2020,Feature1_16,
2118,Kolkata,Brand 4,Model 33,2400,1,11000,10/4/2020,Feature1_3,Feature2_2
164,Delhi,Brand 4,Model 257,8990,1,8990,10/4/2020,Feature1_8,Feature2_1
61,Delhi,Brand 10,Model 453,5250,1,5250,10/4/2020,Feature1_10,Feature2_4
2069,Delhi,Brand 5,Model 140,8900,1,8900,10/4/2020,Feature1_8,Feature2_1
2119,Kolkata,Brand 2,Model 76,6200,1,6200,10/4/2020,Feature1_8,Feature2_1
61,Kolkata,Brand 2,Model 680,10200,1,10200,10/4/2020,Feature1_3,Feature2_2
62,Kolkata,Brand 3,Model 35,10200,1,10200,10/4/2020,Feature1_3,Feature2_2
13,Delhi,Brand 4,Model 111,17990,1,17990,10/4/2020,Feature1_5,Feature2_3
1173,Delhi,Brand 6,Model 47,1250,1,1250,10/4/2020,Feature1_6,
165,Delhi,Brand 3,Model 134,8990,1,8990,10/4/2020,Feature1_1,Feature2_1
354,Kolkata,Brand 4,Model 681,12500,1,12500,10/4/2020,Feature1_3,Feature2_3
221,Delhi,Brand 4,Model 73,1200,2,2400,10/4/2020,Feature1_4,
166,Delhi,Brand 4,Model 33,1200,1,1200,10/4/2020,,
427,Kolkata,Brand 1,Model 51,16499,1,16499,10/4/2020,Feature1_9,Feature2_2
21,Delhi,Brand 8,Model 203,12999,1,12999,10/4/2020,Feature1_3,Feature2_2
2,Kolkata,Brand 10,Model 86,1100,1,1100,10/4/2020,Feature1_11,
2070,Delhi,Brand 4,Model 258,7400,1,7400,10/4/2020,Feature1_1,Feature2_1
35,Delhi,Brand 3,Model 370,1250,1,1250,10/4/2020,Feature1_6,
2424,Delhi,Brand 3,Model 77,12999,1,12999,10/4/2020,Feature1_1,Feature2_1
2425,Delhi,Brand 7,Model 236,1200,1,1200,10/4/2020,,
6700554,Kolkata,Brand 3,Model 25,7990,1,7990,10/4/2020,Feature1_8,Feature2_1
63,Kolkata,Brand 4,Model 74,1200,1,11000,10/5/2020,Feature1_3,Feature2_2
3,Chennai,Brand 1,Model 63,14499,1,14499,10/1/2020,Feature1_3,Feature2_2
4,Chennai,Brand 4,Model 41,16490,1,16490,10/2/2020,Feature1_9,Feature2_3
5,Chennai,Brand 2,Model 3,11990,1,11990,10/3/2020,Feature1_3,Feature2_2
6,Chennai,Brand 5,Model 454,8590,1,8590,10/4/2020,Feature1_8,Feature2_1
7,Chennai,Brand 4,Model 683,10990,1,10990,10/5/2020,Feature1_1,Feature2_1
2,Chennai,Brand 10,Model 156,9499,1,9499,10/1/2020,Feature1_1,Feature2_1
4,Chennai,Brand 5,Model 180,18990,1,18990,10/3/2020,Feature1_5,Feature2_3
5,Chennai,Brand 5,Model 237,7970,1,7970,10/4/2020,Feature1_8,Feature2_1
22,Delhi,Brand 2,Model 1,22999,1,28755,10/5/2020,Feature1_10,Feature2_1
6,Chennai,Brand 8,Model 455,8590,1,8590,10/5/2020,Feature1_8,Feature2_1
23,Delhi,Brand 2,Model 456,22999,1,22999,10/4/2020,Feature1_8,Feature2_1
41,Lucknow,Brand 4,Model 46,11000,1,11000,10/5/2020,Feature1_1,Feature2_2
71,Delhi,Brand 8,Model 686,1100,1,1099,10/5/2020,Feature1_22,
17,Chennai,Brand 4,Model 258,14499,1,14499,10/5/2020,Feature1_3,Feature2_2
42,Lucknow,Brand 4,Model 44,950,1,14500,10/2/2020,Feature1_3,Feature2_2
43,Lucknow,Brand 4,Model 161,950,1,14500,10/3/2020,Feature1_3,Feature2_2
44,Lucknow,Brand 1,Model 105,950,1,14500,10/1/2020,Feature1_3,Feature2_2
18,Chennai,Brand 1,Model 104,11990,1,11990,10/1/2020,Feature1_3,Feature2_2
45,Lucknow,Brand 4,Model 162,1500,1,1410,10/2/2020,Feature1_6,
73,Delhi,Brand 1,Model 457,1150,1,1389,10/3/2020,Feature1_13,
19,Chennai,Brand 1,Model 687,19499,1,18999,10/2/2020,Feature1_9,Feature2_2
21,Chennai,Brand 6,Model 149,18990,1,18990,10/4/2020,Feature1_5,Feature2_3
30,Delhi,Brand 3,Model 246,18990,1,18990,10/5/2020,Feature1_5,Feature2_3
167,Delhi,Brand 4,Model 257,8399,1,8399,10/5/2020,Feature1_1,Feature2_1
60,Kolkata,Brand 6,Model 233,8000,1,8000,10/5/2020,Feature1_8,Feature2_1
39,Lucknow,Brand 6,Model 52,1600,1,1410,10/5/2020,Feature1_6,
81,Delhi,Brand 1,Model 104,1050,1,1050,10/5/2020,Feature1_4,
85,Delhi,Brand 9,Model 459,1250,1,1250,10/2/2020,Feature1_4,
355,Kolkata,Brand 3,Model 460,9000,1,9000,10/5/2020,Feature1_1,Feature2_2
40,Kanpur,Brand 6,Model 464,1250,1,1250,10/1/2020,Feature1_4,
41,Kanpur,Brand 5,Model 219,1300,1,1300,10/2/2020,Feature1_16,
15,Lucknow,Brand 5,Model 180,1650,1,1410,10/1/2020,Feature1_6,
16,Lucknow,Brand 2,Model 76,950,1,14500,10/2/2020,Feature1_3,Feature2_2
6700555,Kolkata,Brand 2,Model 1,24990,1,24990,10/5/2020,Feature1_5,Feature2_3
18,Lucknow,Brand 4,Model 41,1650,1,1410,10/5/2020,Feature1_6,
96,Delhi,Brand 1,Model 105,1050,1,1050,10/5/2020,Feature1_4,
11,Lucknow,Brand 6,Model 464,12500,1,12500,10/1/2020,Feature1_3,Feature2_2
1,Delhi,Brand 4,Model 258,1200,1,1200,10/1/2020,Feature1_16,
12,Lucknow,Brand 5,Model 466,1650,1,1410,10/2/2020,Feature1_6,
19,Lucknow,Brand 3,Model 165,9500,1,9500,10/1/2020,Feature1_8,Feature2_1
13,Lucknow,Brand 5,Model 689,1650,1,1410,10/3/2020,Feature1_6,
58,Kolkata,Brand 1,Model 457,900,1,11000,10/3/2020,Feature1_3,Feature2_2
20,Lucknow,Brand 8,Model 467,1650,1,1410,10/5/2020,Feature1_6,
59,Kolkata,Brand 4,Model 307,7400,1,7400,10/4/2020,Feature1_8,Feature2_1
60,Kolkata,Brand 4,Model 13,1200,1,11000,10/5/2020,Feature1_3,Feature2_2
21,Lucknow,Brand 7,Model 692,2300,1,2150,10/3/2020,,
21,Lucknow,Brand 2,Model 6,950,1,14500,10/2/2020,Feature1_3,Feature2_2
61,Kolkata,Brand 7,Model 468,1050,1,11000,10/5/2020,Feature1_3,Feature2_2
22,Lucknow,Brand 6,Model 47,1650,1,1410,10/3/2020,Feature1_6,
23,Lucknow,Brand 6,Model 693,1650,1,1410,10/5/2020,Feature1_6,
22,Lucknow,Brand 4,Model 55,850,1,14500,10/5/2020,Feature1_3,Feature2_2
2,Lucknow,Brand 1,Model 51,950,1,14500,10/1/2020,Feature1_3,Feature2_2
3,Lucknow,Brand 2,Model 6,11000,1,11000,10/2/2020,Feature1_1,Feature2_2
1,Lucknow,Brand 3,Model 48,1650,1,1410,10/1/2020,Feature1_6,
5,Lucknow,Brand 3,Model 469,1600,1,1410,10/3/2020,Feature1_6,
7,Lucknow,Brand 7,Model 153,850,1,1399,10/5/2020,Feature1_16,
3,Lucknow,Brand 9,Model 697,1650,1,1410,10/3/2020,Feature1_6,
8,Lucknow,Brand 6,Model 61,1600,1,1410,10/5/2020,Feature1_6,
4,Lucknow,Brand 6,Model 59,950,1,14500,10/5/2020,Feature1_3,Feature2_2
22,Lucknow,Brand 1,Model 23,950,1,14500,10/1/2020,Feature1_3,Feature2_2
23,Lucknow,Brand 2,Model 8,950,1,14500,10/1/2020,Feature1_3,Feature2_2
31,Lucknow,Brand 2,Model 27,1600,1,1410,10/5/2020,Feature1_6,
24,Lucknow,Brand 10,Model 151,950,1,14500,10/2/2020,Feature1_3,Feature2_2
32,Lucknow,Brand 3,Model 118,850,1,850,10/5/2020,Feature1_11,
33,Lucknow,Brand 10,Model 151,950,1,14500,10/5/2020,Feature1_3,Feature2_2
26,Lucknow,Brand 6,Model 58,1650,1,1410,10/5/2020,Feature1_6,
20,Kanpur,Brand 2,Model 6,8500,1,8500,10/1/2020,Feature1_1,Feature2_1
70,Delhi,Brand 10,Model 151,1100,1,1099,10/5/2020,Feature1_22,
6700556,Kolkata,Brand 2,Model 8,7990,1,10860,10/5/2020,Feature1_3,Feature2_2
22,Kanpur,Brand 1,Model 23,1300,1,1300,10/4/2020,Feature1_16,
74,Delhi,Brand 2,Model 28,1100,1,1066,10/1/2020,Feature1_4,
18,Chennai,Brand 3,Model 118,19700,1,19700,10/5/2020,Feature1_3,Feature2_3
19,Chennai,Brand 2,Model 3,10500,1,10500,10/4/2020,Feature1_8,Feature2_4
18,Lucknow,Brand 6,Model 110,1150,1,1150,10/5/2020,Feature1_6,
21,Chennai,Brand 4,Model 95,16490,1,16490,10/2/2020,Feature1_9,Feature2_3
52,Lucknow,Brand 4,Model 700,800,1,14500,10/1/2020,Feature1_3,Feature2_2
53,Lucknow,Brand 6,Model 17,1400,1,1400,10/2/2020,Feature1_6,
56,Lucknow,Brand 1,Model 167,18300,1,18300,10/5/2020,Feature1_9,Feature2_3
7,Delhi,Brand 1,Model 128,1250,1,999,10/5/2020,Feature1_4,
23,Chennai,Brand 9,Model 701,19700,1,19700,10/4/2020,Feature1_3,Feature2_3
24,Chennai,Brand 4,Model 473,14499,1,14499,10/3/2020,Feature1_3,Feature2_2
41,Kanpur,Brand 6,Model 62,1300,1,1300,9/27/2020,Feature1_4,
25,Chennai,Brand 5,Model 123,16490,1,16490,10/2/2020,Feature1_9,Feature2_3
26,Chennai,Brand 1,Model 5,11990,1,11990,10/1/2020,Feature1_3,Feature2_2
1,Kolkata,Brand 2,Model 16,1200,1,10860,10/1/2020,Feature1_3,Feature2_2
88,Mumbai,Brand 4,Model 84,12000,1,12000,9/28/2020,Feature1_3,Feature2_2
43,Kanpur,Brand 3,Model 35,1250,1,1250,9/30/2020,Feature1_4,
89,Mumbai,Brand 2,Model 3,16500,1,16500,9/28/2020,Feature1_9,Feature2_2
44,Kanpur,Brand 1,Model 31,1450,1,1450,10/1/2020,Feature1_4,
91,Mumbai,Brand 3,Model 474,1200,1,1200,9/30/2020,,
12,Chennai,Brand 4,Model 95,7900,1,7900,10/5/2020,Feature1_8,Feature2_4
92,Mumbai,Brand 2,Model 28,700,1,799,10/1/2020,Feature1_4,
14,Chennai,Brand 3,Model 25,11990,1,11990,10/4/2020,Feature1_3,Feature2_2
16,Chennai,Brand 4,Model 73,14499,1,14499,10/2/2020,Feature1_3,Feature2_2
17,Chennai,Brand 2,Model 449,18299,1,18299,10/1/2020,Feature1_3,Feature2_2
2121,Kolkata,Brand 5,Model 475,1450,1,1450,10/5/2020,Feature1_16,
39,Lucknow,Brand 5,Model 703,1600,1,1410,10/1/2020,Feature1_6,
40,Lucknow,Brand 5,Model 244,950,1,14500,10/2/2020,Feature1_3,Feature2_2
41,Lucknow,Brand 6,Model 47,1600,1,1410,10/3/2020,Feature1_6,
35,Lucknow,Brand 4,Model 84,1100,1,14500,10/4/2020,Feature1_3,Feature2_2
36,Lucknow,Brand 3,Model 48,800,1,14500,10/3/2020,Feature1_3,Feature2_2
37,Lucknow,Brand 4,Model 33,1300,1,1300,10/2/2020,Feature1_6,
42,Lucknow,Brand 3,Model 9,1600,1,1410,10/5/2020,Feature1_6,
43,Lucknow,Brand 3,Model 45,11000,1,11000,10/2/2020,Feature1_1,Feature2_2
38,Lucknow,Brand 3,Model 45,1300,1,1500,10/1/2020,,
29,Kolkata,Brand 9,Model 331,1400,1,10860,10/1/2020,Feature1_3,Feature2_2
55,Thiruvananthapuram,Brand 5,Model 140,1410,1,1410,10/5/2020,Feature1_6,
56,Thiruvananthapuram,Brand 2,Model 3,2000,1,2292,10/4/2020,Feature1_20,
170,Delhi,Brand 6,Model 411,1750,1,1750,10/5/2020,,
22,Lucknow,Brand 4,Model 13,1600,1,1410,10/1/2020,Feature1_6,
31,Kolkata,Brand 4,Model 189,6599,1,18990,10/3/2020,Feature1_5,Feature2_3
23,Lucknow,Brand 1,Model 5,950,1,14500,10/2/2020,Feature1_3,Feature2_2
24,Lucknow,Brand 1,Model 128,1600,1,1410,10/3/2020,Feature1_6,
25,Lucknow,Brand 3,Model 40,17500,1,17500,10/5/2020,Feature1_3,Feature2_3
21,Lucknow,Brand 10,Model 704,1600,1,1410,10/1/2020,Feature1_6,
22,Lucknow,Brand 1,Model 99,950,1,19300,10/2/2020,Feature1_5,Feature2_3
33,Kolkata,Brand 1,Model 24,1500,1,10860,10/5/2020,Feature1_3,Feature2_2
58,Thiruvananthapuram,Brand 3,Model 200,1700,1,1700,10/4/2020,,
24,Lucknow,Brand 4,Model 34,1600,1,1410,10/5/2020,Feature1_6,
27,Kolkata,Brand 7,Model 706,18990,1,18990,10/1/2020,Feature1_9,Feature2_3
28,Kolkata,Brand 2,Model 15,1600,1,10860,10/3/2020,Feature1_3,Feature2_2
38,Lucknow,Brand 10,Model 94,1050,1,19300,10/4/2020,Feature1_5,Feature2_3
53,Lucknow,Brand 1,Model 5,17500,1,17500,10/3/2020,Feature1_3,Feature2_3
54,Lucknow,Brand 3,Model 37,1600,1,1410,10/5/2020,Feature1_6,
41,Lucknow,Brand 4,Model 13,8500,1,8500,10/1/2020,Feature1_8,Feature2_1
63,Thiruvananthapuram,Brand 9,Model 155,1410,1,1410,10/1/2020,Feature1_6,
42,Lucknow,Brand 1,Model 24,1500,1,1410,10/3/2020,Feature1_6,
43,Lucknow,Brand 2,Model 103,950,1,19300,10/5/2020,Feature1_5,Feature2_3
19,Kolkata,Brand 3,Model 150,700,1,10860,10/1/2020,Feature1_3,Feature2_2
44,Lucknow,Brand 1,Model 75,17500,1,17500,10/3/2020,Feature1_3,Feature2_3
21,Kolkata,Brand 1,Model 23,1200,1,10860,10/4/2020,Feature1_3,Feature2_2
22,Kolkata,Brand 1,Model 23,850,1,10860,10/5/2020,Feature1_3,Feature2_2
21,Lucknow,Brand 3,Model 45,1500,1,1410,10/1/2020,Feature1_6,
22,Lucknow,Brand 5,Model 709,950,1,19300,10/2/2020,Feature1_5,Feature2_3
23,Lucknow,Brand 3,Model 45,1600,1,1410,10/3/2020,Feature1_6,
24,Kolkata,Brand 3,Model 477,700,1,10860,10/5/2020,Feature1_3,Feature2_2
24,Lucknow,Brand 4,Model 161,1149,1,1149,10/5/2020,Feature1_16,
8,Delhi,Brand 2,Model 1,1200,1,1200,10/5/2020,Feature1_4,
10,Delhi,Brand 1,Model 100,1300,1,1300,10/2/2020,Feature1_15,
2426,Delhi,Brand 10,Model 97,1200,1,1200,10/5/2020,,
46,Kolkata,Brand 10,Model 124,1550,1,10860,10/5/2020,Feature1_3,Feature2_2
225,Delhi,Brand 1,Model 100,1300,1,1300,10/5/2020,,
2427,Delhi,Brand 10,Model 312,7990,1,7990,10/5/2020,Feature1_8,Feature2_1
226,Delhi,Brand 5,Model 478,1450,1,1450,10/5/2020,,
227,Delhi,Brand 3,Model 218,1450,1,1450,10/5/2020,,
229,Delhi,Brand 7,Model 186,12990,1,12990,10/5/2020,Feature1_3,Feature2_2
230,Delhi,Brand 7,Model 143,2200,1,2200,10/5/2020,Feature1_18,
429,Kolkata,Brand 4,Model 711,7999,1,7999,10/5/2020,Feature1_1,Feature2_1
2428,Delhi,Brand 8,Model 405,1800,1,1800,10/5/2020,,
2429,Delhi,Brand 1,Model 88,1500,1,1700,10/5/2020,Feature1_17,
432,Kolkata,Brand 4,Model 712,15300,1,15300,10/5/2020,Feature1_3,Feature2_3
45,Lucknow,Brand 2,Model 1,5000,1,6499,10/5/2020,Feature1_8,Feature2_4
46,Lucknow,Brand 1,Model 100,5800,1,8990,10/5/2020,Feature1_1,Feature2_1
